"","DepMap_ID","stripped_cell_line_name","CCLE_Name","Alias","COSMICID","sex","source","Achilles_n_replicates","cell_line_NNMD","culture_type","culture_medium","cas9_activity","RRID","sample_collection_site","primary_or_metastasis","primary_disease","Subtype","age","Sanger_Model_ID","WTSI_Master_Cell_ID","depmap_public_comments","lineage","lineage_subtype","lineage_sub_subtype","lineage_molecular_subtype","copy_number","abs_CN","mRNA_expression","protein_expression","CERES","p_dep"
"222","ACH-000224","HS819T","HS819T_FIBROBLAST","",NA,"Male","ATCC",NA,NA,"","","","CVCL_0928","fibroblast","","Fibroblast","Bone",60,"",NA,"","fibroblast","fibroblast_bone","","",1.00036504617227,2,3.32912359629157,NA,NA,NA
"223","ACH-000225","ECC12","ECC12_STOMACH","",906849,"Male","RIKEN",NA,NA,"","","","CVCL_1189","stomach","","Gastric Cancer","Small Cell Carcinoma",63,"SIDM00279",2094,"","gastric","gastric_small_cell","","",0.927308911978102,2,0.604071323668861,NA,NA,NA
"224","ACH-000226","SUPM2","SUPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","",1331040,"Female","DSMZ",4,-3.82423881111649,"Suspension","RPMI + 20% FBS","53.3","CVCL_2209","central_nervous_system","","Lymphoma","T-cell, Non-Hodgkins, Anaplastic Large Cell (ALCL)",5,"SIDM00421",1878,"","lymphocyte","non_hodgkin_lymphoma","t_cell_ALCL","",0.961896854309807,2,0.0143552929770701,NA,-0.031198527863927,0.00779965481257124
"225","ACH-000227","KPNYN","KPNYN_AUTONOMIC_GANGLIA","",907314,"Male","HSRRB",3,-1.67159181833404,"Mixed adherent and suspension","RPMI + 10% FBS","52.9","CVCL_1341","lymph_node","Metastasis","Neuroblastoma","",2,"SIDM00556",1977,"","peripheral_nervous_system","neuroblastoma","","MYCN_amp",0.998742048910894,2,1.04264433740849,NA,-0.35461650635688,0.180134423253263
"226","ACH-000228","BICR31","BICR31_UPPER_AERODIGESTIVE_TRACT","",1290725,"Male","ECACC",2,-3.48170186563758,"Adherent","DMEM + 10% FBS + 2mM Glutamine + 0.4ug/ml Hydrocortisone","55.7","CVCL_2312","upper_aerodigestive_tract","Primary","Head and Neck Cancer","Squamous Cell Carcinoma, oral",NA,"SIDM00078",940,"","upper_aerodigestive","upper_aerodigestive_squamous","oral","",1.07261523137987,2,2.75702324650746,NA,0.0125873372570537,0.00542161726181509
"227","ACH-000229","HS822T","HS822T_FIBROBLAST","Hs 822.T",NA,"Female","ATCC",NA,NA,"","","","CVCL_0933","fibroblast","Primary","Fibroblast","Bone",9,"",NA,"","fibroblast","fibroblast_bone","","",1.00515919197853,2,2.68257329734758,NA,NA,NA
"228","ACH-000230","HS742T","HS742T_FIBROBLAST","",NA,"Female","ATCC",NA,NA,"","","","CVCL_0888","fibroblast","","Fibroblast","Breast",71,"",NA,"","fibroblast","fibroblast_breast","","",1.00035004245526,2,3.5197934862411,NA,NA,NA
"229","ACH-000231","KALS1","KALS1_CENTRAL_NERVOUS_SYSTEM","",907271,"Female","HSRRB",2,-5.57262739955854,"","RPMI + 5% FBS","92.8","CVCL_1323","central_nervous_system","Primary","Brain Cancer","Glioblastoma",NA,"SIDM00613",1936,"","central_nervous_system","glioma","glioblastoma","",1.10796935311032,3,2.17951105027151,NA,0.0175143709624071,0.00686778739534686
"230","ACH-000232","U251MG","U251MG_CENTRAL_NERVOUS_SYSTEM","U251-MG",905983,"Male","HSRRB",2,-4.27790455251903,"","DMEM + 10% FBS","88.7","CVCL_0021","central_nervous_system","Primary","Brain Cancer","Astrocytoma",NA,"SIDM00111",1913,"","central_nervous_system","glioma","astrocytoma","",0.893274697433395,2,4.3037807481771,NA,-0.0676853416428717,0.0150011196226682
"231","ACH-000233","DEL","DEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","",906836,"Male","DSMZ",2,-3.59389864480088,"Suspension","RPMI + 10% heat inactivated FBS","81.3","CVCL_1170","pleural_effusion","","Lymphoma","T-cell, Non-Hodgkins, Anaplastic Large Cell (ALCL)",12,"SIDM00949",793,"","lymphocyte","non_hodgkin_lymphoma","t_cell_ALCL","",0.984369104885214,2,0.189033824390017,NA,-0.0590351314063881,0.0170427836235755
"232","ACH-000234","CAKI2","CAKI2_KIDNEY","",NA,"Male","ATCC",2,-2.95329490034718,"Adherent","McCoy's 5A + 10% FBS","55.5","CVCL_0235","kidney","Primary","Kidney Cancer","Renal Carcinoma, clear cell",69,"",NA,"","kidney","renal_cell_carcinoma","clear_cell","",0.849853550954347,1,1.44360665147561,-0.655900169228487,0.00375915004686516,0.00711705899527617
"233","ACH-000235","PANC0403","PANC0403_PANCREAS","",1298476,"Male","ATCC",4,-5.3940093451945,"Adherent","RPMI + 15% FBS + 20ug/ml Insulin","83.1","CVCL_1636","pancreas","Primary","Pancreatic Cancer","Ductal Adenocarcinoma, exocrine",70,"SIDM01137",2123,"","pancreas","exocrine","exocrine_adenocarcinoma","",1.07263726236613,3,3.75167794568758,NA,-0.123051516530634,0.0393623340839369
"234","ACH-000236","SW1417","SW1417_LARGE_INTESTINE","",909747,"Female","ATCC",NA,NA,"","","","CVCL_1717","Colon","Primary","Colon/Colorectal Cancer","Adenocarcinoma",53,"SIDM00812",974,"","colorectal","colorectal_adenocarcinoma","","",0.458473694962855,1,5.13257684267001,0.607567824988518,NA,NA
"235","ACH-000237","JHOM1","JHOM1_OVARY","",NA,"Female","RIKEN",3,-4.40579271691084,"Adherent","DMEM:F12 (1:1) + 10% FBS + 0.1mM NEAA","63.3","CVCL_4644","ovary","Primary","Ovarian Cancer","Adenocarcinoma, mucinous",88,"",NA,"","ovary","ovary_adenocarcinoma","mucinous","",1.15232948418973,3,2.62058641045188,NA,-0.0130135654848188,0.0122431819882097
"236","ACH-000238","SCC4","SCC4_UPPER_AERODIGESTIVE_TRACT","",910904,"Male","ATCC",2,-4.34643494392699,"Adherent","DMEM:F12 (1:1) + 10% FBS + 0.4ug/ml Hydrocortisone","81.6","CVCL_1684","upper_aerodigestive_tract","Primary","Head and Neck Cancer","Squamous Cell Carcinoma, oral",55,"SIDM01081",1476,"","upper_aerodigestive","upper_aerodigestive_squamous","oral","",0.811717326227268,3,1.76553474636298,NA,0.0734640787707968,0.00319401572747827
"237","ACH-000239","HUG1N","HUG1N_STOMACH","",NA,"Male","RIKEN",0,-1.07370900246679,"","RPMI + 10% FBS","80.8","CVCL_4846","stomach","Metastasis","Gastric Cancer","Adenocarcinoma, tubular",55,"",NA,"","gastric","gastric_adenocarcinoma","tubular","",1.07957270475466,3,5.80271021929134,1.28599120260373,NA,NA
"238","ACH-000240","HS600T","HS600T_FIBROBLAST","Hs 600.T",NA,"Male","ATCC",NA,NA,"","","","CVCL_0814","fibroblast","Primary","Fibroblast","Skin",NA,"",NA,"","fibroblast","fibroblast_skin","","",1.0092801567055,2,3.19377174339668,NA,NA,NA
"239","ACH-000241","JK1","JK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","",NA,"Male","DSMZ",NA,NA,"","","","CVCL_2079","haematopoietic_and_lymphoid_tissue","","Leukemia","Chronic Myelogenous Leukemia (CML), blast crisis",62,"",NA,"","blood","CML","blast_crisis","",1.30560867470032,3,0.526068811667588,NA,NA,NA
"240","ACH-000242","RT4","RT4_URINARY_TRACT","",687455,"Male","ATCC",0,-1.31894873979309,"Adherent","McCoy's 5A + 10% FBS","41.9","CVCL_0036","urinary_tract","Primary","Bladder Cancer","Transitional Cell Carcinoma",63,"SIDM01085",1309,"","urinary_tract","bladder_carcinoma","bladder_transitional_cell","",0.989748185623789,4,4.00090140274153,1.52445911653308,NA,NA
"241","ACH-000243","DANG","DANG_PANCREAS","",1290797,"Female","DSMZ",4,-4.72454528804913,"Adherent","RPMI + 10% FBS","88.5","CVCL_0243","pancreas","","Pancreatic Cancer","Ductal Adenocarcinoma, exocrine",NA,"SIDM00950",871,"","pancreas","exocrine","exocrine_adenocarcinoma","",2.50669883025238,7,3.62293035092018,-0.650867359115527,-0.159072576571976,0.0527785789232649
"242","ACH-000244","DKMG","DKMG_CENTRAL_NERVOUS_SYSTEM","",906839,"Female","DSMZ",2,-2.13292873241004,"Adherent","RPMI + 10% FBS + 2mM Glutamine","50.4","CVCL_1173","central_nervous_system","Primary","Brain Cancer","Glioblastoma",67,"SIDM00947",1386,"","central_nervous_system","glioma","glioblastoma","",1.01716693663441,2,3.77820857639809,NA,-0.0229118718905371,0.0114511341838076
"243","ACH-000245","BL41","BL41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","",910706,"Male","DSMZ",NA,NA,"","","","CVCL_1087","haematopoietic_and_lymphoid_tissue","","Lymphoma","B-cell, Non-Hodgkins, Burkitts",8,"SIDM00985",737,"","lymphocyte","non_hodgkin_lymphoma","b_cell_burkitt","",0.98094107752713,2,0.356143810225275,NA,NA,NA
"244","ACH-000246","SLR23","SLR23_KIDNEY","",NA,"Unknown","Academic lab",2,-4.76081206748148,"Adherent","RPMI;10% FBS","83","CVCL_V609","kidney","Metastasis","Kidney Cancer","Renal Cell Carcinoma",NA,"",NA,"","kidney","renal_cell_carcinoma","","",0.933297546728783,NA,3.09592441999854,NA,0.00492190881582927,0.00745687834091303
"245","ACH-000247","OCUM1","OCUM1_STOMACH","",1298358,"Female","HSRRB",2,-3.15757832331748,"","DMEM + 10% FBS","84.5","CVCL_3084","stomach","Metastasis","Gastric Cancer","Adenocarcinoma",38,"SIDM00568",1712,"","gastric","gastric_adenocarcinoma","diffuse_gastric","",1.2374615083999,3,6.30469355747101,2.02268061836104,-0.0818194858482024,0.0267857130267026
"246","ACH-000248","AU565","AU565_BREAST","",910704,"Female","ATCC",2,-2.85514332177219,"Adherent","DMEM + 10% FBS","63.8","CVCL_1074","pleural_effusion","Metastasis","Breast Cancer","Adenocarcinoma",43,"SIDM00898",726,"","breast","breast_adenocarcinoma","ERneg_HER2pos","HER2_amp",0.652283603286989,2,2.5385381636298,-1.20977385634819,-0.0128397130970793,0.00961542825973939
"247","ACH-000249","CL11","CL11_LARGE_INTESTINE","",1290769,"Male","DSMZ",1,-1.36998318212786,"Adherent","DMEM:F12 (1:1) + 20% FBS","75.2","CVCL_1978","Colon","Primary","Colon/Colorectal Cancer","Adenocarcinoma",NA,"SIDM00944",1153,"","colorectal","colorectal_adenocarcinoma","","",1.01324373527096,2,5.37885838327003,NA,0.0749920492436461,0.011032168390406
"248","ACH-000250","KMRC20","KMRC20_KIDNEY","",1298169,"Unknown","HSRRB",2,-4.98922803187444,"Adherent","RPMI + 10% FBS","84.8","CVCL_2986","kidney","Primary","Kidney Cancer","Renal Cell Carcinoma",NA,"SIDM00609",1515,"","kidney","renal_cell_carcinoma","","",0.770600642954045,2,1.83592407425437,-0.779878713711598,-0.083009187999766,0.0260023259935817
"249","ACH-000251","NCIH2887","NCIH2887_LUNG","NCI-H2887",NA,"Male","Academic lab",2,-2.1966483602404,"not found","not found","62.2","CVCL_5159","lung","","Lung Cancer","Non-Small Cell Lung Cancer (NSCLC), unspecified",NA,"",NA,"","lung","NSCLC","","",0.771170227567725,NA,3.09085343045111,NA,-0.355722134759328,0.187968921613061
"250","ACH-000252","LS1034","LS1034_LARGE_INTESTINE","",917486,"Male","ATCC",0,-2.30346576083748,"Adherent","RPMI + 10% FBS","84.3","CVCL_1382","large_intestine","Primary","Colon/Colorectal Cancer","Adenocarcinoma",54,"SIDM00681",1756,"","colorectal","colorectal_adenocarcinoma","","",0.863295324133359,3,5.74980240168005,NA,NA,NA
"251","ACH-000253","COLO201","COLO201_LARGE_INTESTINE","",NA,"Male","ATCC",2,-3.61511721904345,"Suspension","RPMI + 10% FBS","83.4","CVCL_1987","ascites","Metastasis","Colon/Colorectal Cancer","Adenocarcinoma",70,"SIDM00823",NA,"","colorectal","colorectal_adenocarcinoma","","",0.772122176919251,NA,6.68748066652176,NA,-0.0742426867122643,0.0262657973812624
"252","ACH-000254","SCC15","SCC15_UPPER_AERODIGESTIVE_TRACT","",910911,"Male","ATCC",NA,NA,"","","","CVCL_1681","upper_aerodigestive_tract","","Head and Neck Cancer","Squamous Cell Carcinoma",55,"SIDM01083",2053,"","upper_aerodigestive","upper_aerodigestive_squamous","","",0.936765585215493,2,1.59454854955035,NA,NA,NA
"253","ACH-000255","LMSU","LMSU_STOMACH","",NA,"Female","RIKEN",2,-3.48771403771121,"","F12 + 10% FBS","86.2","CVCL_4849","lymph_node","Metastasis","Gastric Cancer","Adenocarcinoma",27,"",NA,"","gastric","gastric_adenocarcinoma","","",1.64162467069096,5,3.76765479823735,0.430518996715073,0.0695526614730037,0.00178624208003982
"254","ACH-000256","COV318","COV318_OVARY","",NA,"Female","ECACC",2,-3.20911878978463,"Adherent","EMEM + 10% FBS + 2mM Glutamine","71.7","CVCL_2419","ascites","Metastasis","Ovarian Cancer","Adenocarcinoma, high grade serous",NA,"",NA,"","ovary","ovary_adenocarcinoma","high_grade_serous","",0.719329373663304,2,2.48284828306847,NA,0.0946915793428087,0.00255067967610784
"255","ACH-000257","CORL279","CORL279_LUNG","",910937,"Male","ECACC",2,-2.09971585071295,"","RPMI + 10% FBS + 2mM Glutamine","84.9","CVCL_1140","lymph_node","Metastasis","Lung Cancer","Small Cell Lung Cancer (SCLC)",63,"SIDM00511",1768,"","lung","SCLC","","",1.01240235534484,2,2.57531233068744,NA,-0.0917886564224009,0.0254229608258328
"256","ACH-000258","DU4475","DU4475_BREAST","",906844,"Female","ATCC",2,-1.63901471679981,"Suspension","RPMI + 10% FBS","44.1","CVCL_1183","skin","Metastasis","Breast Cancer","Carcinoma",62,"SIDM01001",302,"","breast","breast_carcinoma","ERneg_HER2neg","luminal_HER2_amp",1.04683641635127,2,3.51349074558812,NA,0.168819627738412,0.00251453005941476
"257","ACH-000259","KELLY","KELLY_AUTONOMIC_GANGLIA","",753618,"Female","DSMZ",3,-5.16027969933054,"","RPMI + 10% FBS","71.7","CVCL_2092","autonomic_ganglia","Primary","Neuroblastoma","",NA,"SIDM01009",225,"","peripheral_nervous_system","neuroblastoma","","MYCN_amp",0.979622476742826,2,0.432959407276106,NA,-0.0840555400110958,0.0242184061868965
"258","ACH-000260","SKNAS","SKNAS_AUTONOMIC_GANGLIA","",724828,"Female","ATCC",3,-5.61034838644485,"Adherent","DMEM + 10% FBS + NEAA","83.8","CVCL_1700","bone_marrow","Metastasis","Neuroblastoma","",6,"SIDM01101",1480,"","peripheral_nervous_system","neuroblastoma","","",0.958511756270808,2,1.59454854955035,-1.1743864060021,-0.0149370686109612,0.0103336823525721
"259","ACH-000261","RERFLCAI","RERFLCAI_LUNG","",NA,"Unknown","RIKEN",2,-5.37081679302558,"Adherent","EMEM + 10% FBS","94.1","CVCL_4402","pleural_effusion","Metastasis","Lung Cancer","Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",NA,"SIDM00307",NA,"","lung","NSCLC","NSCLC_squamous","",0.942224789646017,2,1.83592407425437,NA,-0.0464899264367422,0.0171033651292381
"260","ACH-000262","UOK101","UOK101_KIDNEY","",NA,"Female","Academic lab",2,-2.68157278858829,"not found","not found","61.3","CVCL_B076","kidney","","Kidney Cancer","Renal Cell Carcinoma",NA,"",NA,"","kidney","renal_cell_carcinoma","","",1.03399174399705,3,2.35895882583233,NA,0.0075164181920344,0.00745914453568046
"261","ACH-000263","KASUMI1","KASUMI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","",907275,"Male","DSMZ",2,-1.89044998480967,"","RPMI + 10% FBS","54.7","CVCL_0589","haematopoietic_and_lymphoid_tissue","Primary","Leukemia","Acute Myelogenous Leukemia (AML), M2 (Myeloblastic)",7,"SIDM01005",1196,"","blood","AML","M2","",0.97408550902935,2,0.400537929583729,-0.535209707299984,0.206460005641935,0.00185358032964176
"262","ACH-000264","CALU6","CALU6_LUNG","",724859,"Female","ATCC",2,-5.60367086264274,"Adherent","EMEM + 10% FBS","91.9","CVCL_0236","pleural_effusion","Metastasis","Lung Cancer","Non-Small Cell Lung Cancer (NSCLC), unspecified",61,"SIDM00921",1844,"","lung","NSCLC","","",0.747285032308364,2,4.42492208821069,2.16251385539153,-0.167681671246832,0.0611281346252742
"263","ACH-000265","KP4","KP4_PANCREAS","",753572,"Male","RIKEN",4,-3.87324449606834,"Adherent","DMEM:F12 (1:1) + 10% FBS","88.3","CVCL_1338","ascites","Metastasis","Pancreatic Cancer","Ductal Adenocarcinoma, exocrine",50,"SIDM00301",708,"","pancreas","exocrine","exocrine_adenocarcinoma","",0.702265372747658,2,1.11103131238874,-0.151764989517344,0.0523393378403826,0.00311428907448213
"264","ACH-000266","SNU213","SNU213_PANCREAS","",NA,"Male","KCLB",4,-5.21672376671039,"","RPMI + 10% FBS + 2mM L-glutamine","85.8","CVCL_5034","pancreas","","Pancreatic Cancer","Ductal Adenocarcinoma, exocrine",65,"",NA,"","pancreas","exocrine","exocrine_adenocarcinoma","",1.63913054761388,6,3.64731450954714,NA,-0.0249377373851106,0.0132724142782145
"265","ACH-000267","HDLM2","HDLM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","",924110,"Male","DSMZ",0,-0.585865459272259,"","","","CVCL_0009","pleural_effusion","","Lymphoma","B-cell, Hodgkins",74,"SIDM01064",1510,"","lymphocyte","hodgkin_lymphoma","","",0.590286360245548,1,0.321928094887362,NA,NA,NA
"266","ACH-000268","SNU245","SNU245_BILIARY_TRACT","",NA,"Unknown","KCLB",0,-1.88393037193378,"","","","CVCL_5038","biliary_tract","","Bile Duct Cancer","Cholangiocarcinoma, extrahepatic",NA,"SIDM00162",NA,"","bile_duct","cholangiocarcinoma","extrahepatic","",0.961100005466394,3,6.06436554026363,NA,NA,NA
"267","ACH-000269","AM38","AM38_CENTRAL_NERVOUS_SYSTEM","",910933,"Male","HSRRB",NA,NA,"","","","CVCL_1070","central_nervous_system","Primary","Brain Cancer","Glioblastoma",36,"SIDM00492",776,"","central_nervous_system","glioma","glioblastoma","",0.907198202784559,2,5.54473265593262,NA,NA,NA
"268","ACH-000270","HPAC","HPAC_PANCREAS","",1298136,"Female","ATCC",NA,NA,"","","","CVCL_3517","pancreas","Primary","Pancreatic Cancer","Ductal Adenocarcinoma, exocrine",64,"SIDM00670",744,"","pancreas","exocrine","exocrine_adenocarcinoma","",0.751029298896964,2,3.84699468696557,NA,NA,NA
"269","ACH-000271","SUDHL10","SUDHL10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","",1331033,"Male","DSMZ",2,-3.63091070182786,"","RPMI + 20% FBS","45","CVCL_1889","pleural_effusion","Metastasis","Lymphoma","Diffuse Large B-cell Lymphoma (DLBCL)",25,"SIDM00389",269,"","lymphocyte","non_hodgkin_lymphoma","DLBCL","",1.00152580600006,2,0.0426443374084937,NA,-0.0531607637243334,0.0225102190680902
"270","ACH-000272","SLR24","SLR24_KIDNEY","",NA,"Unknown","Academic lab",2,-4.07223964191681,"Adherent","RPMI; 10% FBS","92.3","CVCL_V610","kidney","Primary","Kidney Cancer","Renal Cell Carcinoma",NA,"",NA,"","kidney","renal_cell_carcinoma","","",1.05342290543593,2,0.722466024471091,NA,0.231653662090305,0.000270877221653334
"271","ACH-000273","SF539","SF539_CENTRAL_NERVOUS_SYSTEM","",905984,"Female","Academic lab",2,-4.7370976023735,"Mixed adherent and suspension","RPMI + 5% FBS","83.1","CVCL_1691","central_nervous_system","Primary","Brain Cancer","Glioma",NA,"SIDM00083",1781,"","central_nervous_system","glioma","","",1.22128673972456,NA,3.9297909977186,NA,0.261479024391158,3.57161796578852e-05
"272","ACH-000274","HS852T","HS852T_SKIN","",NA,"Male","ATCC",2,-3.32973829868507,"","DMEM + 10% FBS","93.9","CVCL_0950","skin","","Skin Cancer","Melanoma",53,"",NA,"","skin","melanoma","","",0.991254171014954,2,3.14730669878029,NA,0.281878663309586,0.000426861008966369
"273","ACH-000275","HS834T","HS834T_FIBROBLAST","",NA,"Female","",NA,NA,"","","","CVCL_0938","lymph_node","Metastasis","Fibroblast","Skin",NA,"",NA,"","fibroblast","fibroblast_skin","","",0.994536883043377,NA,3.52356195605701,NA,NA,NA
"274","ACH-000276","HCC38","HCC38_BREAST","",749717,"Female","ATCC",1,-3.26707628721939,"Adherent","Waymouth's MB 752/1 + 10% FBS","60.8","CVCL_1267","breast","Primary","Breast Cancer","Breast Ductal Carcinoma",50,"SIDM00675",1318,"","breast","breast_ductal_carcinoma","ERneg_HER2neg","basal_A",1.4545103853328,3,4.98458935036246,-0.622491454118647,-0.161288917960142,0.034110519233221
"275","ACH-000277","HCC1419","HCC1419_BREAST","",907045,"Female","ATCC",2,-3.0940224863815,"","RPMI + 10% FBS","51.3","CVCL_1251","breast","Primary","Breast Cancer","Breast Ductal Carcinoma",42,"SIDM00882",1551,"","breast","breast_ductal_carcinoma","ERpos_HER2pos","HER2_amp",0.931677087212037,2,5.60644222813161,NA,-0.152927440754711,0.0636181172872956
"276","ACH-000278","COV362","COV362_OVARY","",NA,"Female","ECACC",3,-3.26175164225012,"Adherent","DMEM + 10% FBS + 2mM L-glutamine","83.5","CVCL_2420","pleural_effusion","Metastasis","Ovarian Cancer","Adenocarcinoma, high grade serous",NA,"",NA,"","ovary","ovary_adenocarcinoma","high_grade_serous","",0.694880374289432,1,3.41278152533848,-0.418166338697296,0.0331461368545894,0.00526893017440685
"277","ACH-000279","EWS502","EWS502_BONE","",NA,"Unknown","Academic lab",2,-4.55066787636403,"not found","not found","84.3","CVCL_S740","bone","","Bone Cancer","Ewings Sarcoma",NA,"",NA,"","bone","Ewing_sarcoma","","EWS_FLI",1.0999895611044,4,5.37677657188298,NA,-0.0792396518940687,0.0271123463559455
"278","ACH-000280","SNU840","SNU840_OVARY","",NA,"Female","KCLB",3,-2.478742895929,"Adherent","RPMI + 10% FBS","54.1","CVCL_5100","ovary","Primary","Ovarian Cancer","Carcinoma, brenner",45,"",NA,"","ovary","brenner_tumor","","",0.757495634145883,2,2.0071955014042,NA,0.0839156661914091,0.00260170005577512
"279","ACH-000281","KP2","KP2_PANCREAS","",1298218,"Female","HSRRB",3,-2.4350496435211,"","RPMI + 10% FBS","85","CVCL_3004","pancreas","Primary","Pancreatic Cancer","Ductal Adenocarcinoma, exocrine",65,"SIDM00582",746,"","pancreas","exocrine","exocrine_adenocarcinoma","",0.799188879795161,1,3.43162295971329,0.913238227609482,-0.0577297092420697,0.0191705014068828
"280","ACH-000282","NCIH1755","NCIH1755_LUNG","",908475,"Female","ATCC",NA,NA,"","","","CVCL_1492","liver","Metastasis","Lung Cancer","Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",65,"SIDM00738",1240,"","lung","NSCLC","NSCLC_adenocarcinoma","",0.789417401732348,2,4.11935617703968,NA,NA,NA
"281","ACH-000283","A1207","A1207_CENTRAL_NERVOUS_SYSTEM","",NA,"Female","Academic lab",NA,NA,"","","","CVCL_8481","central_nervous_system","","Brain Cancer","Glioblastoma",NA,"",NA,"","central_nervous_system","glioma","glioblastoma","",0.810418175206047,2,4.68088692071969,NA,NA,NA
"282","ACH-000284","HS840T","HS840T_FIBROBLAST","",NA,"Male","ATCC",NA,NA,"","","","CVCL_0942","fibroblast","","Fibroblast","Upper aerodigestive",7,"",NA,"","fibroblast","fibroblast_upper_aerodigestive","","",1.01003163629055,2,3.82171021503467,NA,NA,NA
"283","ACH-000285","TOLEDO","TOLEDO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","",NA,"Female","ATCC",NA,NA,"","","","CVCL_3611","haematopoietic_and_lymphoid_tissue","Primary","Lymphoma","Diffuse Large B-cell Lymphoma (DLBCL)",NA,"",NA,"","lymphocyte","non_hodgkin_lymphoma","DLBCL","",0.92946386229974,2,0.823749360308273,NA,NA,NA
"284","ACH-000286","SNU1033","SNU1033_LARGE_INTESTINE","",NA,"Female","KCLB",2,-2.91603287514418,"","RPMI + 10% FBS","67.5","CVCL_5002","large_intestine","Primary","Colon/Colorectal Cancer","Adenocarcinoma",45,"SIDM00192",NA,"","colorectal","colorectal_adenocarcinoma","","",1.23677575331981,NA,5.81966818349646,NA,-0.0706440884547598,0.0206352906585319
"285","ACH-000287","NUDUL1","NUDUL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","",1330982,"Male","DSMZ",NA,NA,"","","","CVCL_1877","central_nervous_system","","Lymphoma","Diffuse Large B-cell Lymphoma (DLBCL)",43,"SIDM00443",95,"","lymphocyte","non_hodgkin_lymphoma","DLBCL","",0.993642071668246,2,0.0976107966264223,NA,NA,NA
"286","ACH-000288","BT549","BT549_BREAST","",905951,"Female","ATCC",3,-4.53199417764751,"Adherent","RPMI + 10% heat inactivated FBS","77.4","CVCL_1092","breast","Primary","Breast Cancer","Breast Ductal Carcinoma",72,"SIDM00122",1835,"","breast","breast_ductal_carcinoma","ERneg_HER2neg","basal_B",1.36264787725415,2,2.66448284036468,-0.348905328803616,0.0240292126613257,0.00458478138497256
"287","ACH-000289","SNU466","SNU466_CENTRAL_NERVOUS_SYSTEM","",NA,"Male","KCLB",NA,NA,"","","","CVCL_5064","central_nervous_system","","Brain Cancer","Glioblastoma",61,"",NA,"","central_nervous_system","glioma","glioblastoma","",1.02724245030686,2,1.47508488294878,NA,NA,NA
"288","ACH-000290","NCIH209","NCIH209_LUNG","H209",688013,"Male","ATCC",2,-5.34415302184843,"Adherent","RPMI 1640 + 20% FBS","95.9","CVCL_1525","bone_marrow","Metastasis","Lung Cancer","Small Cell Lung Cancer (SCLC)",55,"SIDM00706",452,"","lung","SCLC","","",1.02056552233651,2,2.45680614923047,NA,-0.0559355547387594,0.0247580118471951
"289","ACH-000291","OV90","OV90_OVARY","",1240197,"Female","ATCC",2,-4.76327894333278,"Adherent","MCDB 105:Medium 199 (1:1) + 10% FBS + 1.5g/l Sodium bicarbonate","87.6","CVCL_3768","ascites","Metastasis","Ovarian Cancer","Adenocarcinoma, high grade serous",64,"SIDM01141",1327,"","ovary","ovary_adenocarcinoma","high_grade_serous","",0.642970353188592,1,4.0746766862945,0.172535770557074,0.0441933406817362,0.00403034355766255
"290","ACH-000292","NCIH841","NCIH841_LUNG","",1240192,"Male","ATCC",2,-3.24715499000899,"","DMEM:F12 (1:1) + 10% FBS + 1ml Insulin-Transferrin-Selenium","55.2","CVCL_1595","lung","Metastasis","Lung Cancer","Small Cell Lung Cancer (SCLC)",51,"SIDM01134",1372,"","lung","SCLC","","",0.942282818918363,3,0.790772037862,NA,0.0985511622941843,0.00210216555774244
"291","ACH-000293","KLE","KLE_ENDOMETRIUM","",924187,"Female","ATCC",2,-3.20005932459551,"Adherent","DMEM:F12 (1:1) + 10% FBS","56","CVCL_1329","endometrium","Primary","Endometrial/Uterine Cancer","Endometrial Adenocarcinoma",64,"SIDM00686",2256,"","uterus","endometrial_adenocarcinoma","","",0.818715637670547,2,2.16671544496642,NA,-0.0261518519605632,0.012386595875573
"292","ACH-000294","NB4","NB4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","",1323913,"Female","DSMZ",3,-2.99495776937176,"","RPMI + 10% FBS","","CVCL_0005","bone_marrow","Primary","Leukemia","Acute Myelogenous Leukemia (AML), M3 (Promyelocytic)",23,"SIDM00428",1285,"","blood","AML","M3","",0.912034404462622,2,0.411426245726465,NA,0.0589018083490644,0.0102274908588599
"293","ACH-000295","EM2","EM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","",906855,"Female","DSMZ",2,-2.05726365669223,"","RPMI + 10% FBS","58.1","CVCL_1196","bone_marrow","","Leukemia","Chronic Myelogenous Leukemia (CML), blast crisis",5,"SIDM01047",901,"","blood","CML","blast_crisis","",1.22940257236512,2,0.111031312388744,NA,0.409433548542575,0.000107405977070531
